museum,title,raw_text,year,period,url,text_to_analyze,category
Pushkin Museum,«Багатели» Василия Кандинского,«Багатели» Василия Кандинского 20 декабря 2016 – 12 февраля 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/kandinsky/index.php?lang=ru,"Билеты на выставку не продаются отдельно. Для посещения выставки необходимо приобрести входной билет в Галерею стран искусства Европы и Америки XIX-XX веков. Живопись на стекле, акварели и рисунки. 1915–1920 К 150-летию со дня рождения художника В год юбилея выдающегося художника XX века Василия Кандинского (1866–1944) ГМИИ им. А.С. Пушкина показывает его работы, выполненные в уникальной технике живописи на стекле, а также графические произведения 1915–1920 годов. Именно в эти годы, когда Кандинский живет и работает в Москве, он вновь возвращается от абстрактных работ к предметной тематике. Творчество Кандинского сформировалось на основе национальных традиций двух культур – русской и немецкой. Два города – Москва и Мюнхен были одинаково значимы для него. На выставке представлены работы московского периода, хранящиеся в различных музеях и частных коллекциях. Среди участников проекта – Государственный Русский музей (предоставил работы В. Кандинского «Амазонка с голубыми львами» (1918), «Амазонка в горах» (1918) и др.), Вятский художественн",западное искусство
Pushkin Museum,Выставка финалистов конкурса «Море в сказках А.С. Пушкина»,Выставка финалистов конкурса «Море в сказках А.С. Пушкина» 20 декабря 2016 – 22 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/sea/index.php?lang=ru,"В Центре эстетического воспитания детей и юношества «Мусейон» открывается выставка детского рисунка «Море в сказках А.С. Пушкина». Это финальная выставка одноименного конкурса, который состоялся в 2016 году. В нем приняли участие ученики изостудии ГМИИ им. А.С. Пушкина, в том числе воспитанники мастерской «Эстамп» и учащиеся художественных студий и школ Ялты и Гурзуфа. Конкурс был инициирован дирекцией Музея А.С. Пушкина в Гурзуфе. Его целью стало осуществление культурной интеграции детей из Москвы и Крыма. Завершился конкурс двумя перекрестными выставками 45 финальных работ в Музеях А.С. Пушкина в Гурзуфе и в ГМИИ им. А.С. Пушкина Москве. Выставка в Гурзуфе проходила с 5 июня 2016 по 30 июля 2016 года. Ее посетителями стали взрослые и дети – жители Гурзуфа и Ялты. Кроме того, детские работы увидели и гости знаменитого гурзуфского курорта, названного «городом художников». Теперь эта выставка открывается в Москве. Будем рады, если представленные на выставке работы позволят вам оказаться на сказочном морском берегу в разгар суровой м",восточное искусство
Pushkin Museum,Римское время. Графика Максима Атаянца.,Римское время. Графика Максима Атаянца. 17 декабря 2016 – 26 февраля 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/atayanc/index.php?lang=ru,"Билеты на выставку не продаются отдельно. Для посещения выставки необходимо приобрести входной билет в Главное здание. Выставка знакомит с графическими работами современного российского архитектора Максима Атаянца (род. 1966). Основная тема рисунков – античность, греческая и римская, памятники искусства древних, сохранившиеся на территории Италии, Греции, Турции и других стран, где уцелели осколки античной культуры. Эта широта географического охвата соответствует сфере интересов художника, страстно увлеченного искусством эллинизма и Римской империи. В центре внимания настоящей выставки – рисунки, посвященные Вечному городу (Roma aeterna), с его величественными древними монументами, существующими в контексте современности, но времени не подвластными. Представленные в залах античного искусства Музея, произведения М.Атаянца актуализируют диалог между древностью и современностью, между творением античного гения и его отображением на бумаге, созданным в наши дни. Демонстрируя зрителю преклонение автора перед античным искусством, рисунки мастера сам",восточное искусство
Pushkin Museum,Ирина Нахова. Взгляд,Ирина Нахова. Взгляд 09 декабря 2016 – 29 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/nahova/index.php?lang=ru,"Билеты на выставку не продаются отдельно. Для посещения выставки необходимо приобрести входной билет в Главное здание. В новом проекте Ирины Наховой «Взгляд» , встроенном в постоянную экспозицию ГМИИ им. А.С. Пушкина, соединяются две реальности: живопись старых мастеров, как часть классического музейного пространства, и техника – инструмент создания нового художественного языка. Выставка является своеобразным социологическим исследованием, в котором автор поднимает проблему актуализации живописи. В проекте Ирины Наховой в ГМИИ им. А.С. Пушкина представлено семь видеоработ, каждая из которых создана по мотивам картин из коллекции Музея: «Дама за туалетом» Джулио Пиппи, «Грехопадение» Лукаса Кранаха Старшего, «Портрет Адриана Стевенса» Антониса ван Дейка, «Портрет старой женщины» Рембрандта, «Суета сует» Юриана ван Стрека, «Геркулес и Омфала» Франсуа Буше, «Натюрморт с атрибутами искусств» Жан-Батиста Симеона Шардена. Выбор работ обусловлен разнообразием стилей, техники исполнения, времени написания произведения, возможности расположения видео в разных залах, а та",национальное российское искусство
Pushkin Museum,"Грузинский авангард: 1900–1930-е. Пиросмани, Гудиашвили, Какабадзе и другие художники. Из музеев и частных собраний","Грузинский авангард: 1900–1930-е. Пиросмани, Гудиашвили, Какабадзе и другие художники. Из музеев и частных собраний 08 декабря 2016 – 12 марта 2017",2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/avant_garde/index.php?lang=ru,"Государственный музей изобразительных искусств имени А.С. Пушкина впервые в России представляет столь масштабную выставку работ грузинских художников первой трети ХХ века. Зрители увидят произведения Нико Пиросманашвили (Пиросмани) (1863–1918), Владимира (Ладо) Гудиашвили (1896–1980), Давида Какабадзе (1889–1952), Кирилла Зданевича (1892–1969), Александра Бажбеук-Меликова (Меликяна) (1891–1966), Елены Ахвледиани (1901–1975), Ираклия Гамрекели (1894–1943), Петрэ Оцхели (1907–1937) и Зиги (Сигизмунда) Валишевского (1897–1936). Всего собрано более 200 произведений живописи, станковой и театральной-декорационной графики из крупнейших музейных и частных собраний России и Грузии. Данный проект призван подчеркнуть важность диалога между двумя странами, чьи история и культура неразрывно связаны на протяжении столетий надежными узами. Грузия, и Тифлис в частности, были местом встречи разных цивилизаций, языков и традиций. Главная идея выставки – показать богатейшее художественное наследие грузинского искус",восточное искусство
Pushkin Museum,Голоса воображаемого музея Андре Мальро,Голоса воображаемого музея Андре Мальро 01 декабря 2016 – 12 февраля 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/malraux/index_1.php?lang=ru,"На выставке представлены произведения из собраний музеев: Лувр, Париж; Египетский музей, Берлин; Прадо, Мадрид; Музей средневекового искусства Клюни, Париж; Музей изобразительных искусств, Будапешт; Государственный Эрмитаж; Музей д’Орсэ, Париж; Музей современного искусства города Парижа; Государственная Третьяковская галерея, Москва; Музей Пикассо, Париж; ГМИИ им. А.С. Пушкина; Национальный музей восточных искусств – Гиме, Париж и др. Выставка 01 дек 2016 - 12 фев 2017 Галерея искусства стран Европы и Америки Главное здание Билеты на выставку не продаются отдельно. Для посещения выставки необходимо приобрести входной билет в Главное здание. Отдельные цены на билеты Правила посещения Подробное описание избранных экспонатов выставки. «Шедевр ведет не властный монолог, а несмолкающий диалог», – так писал Андре Мальро (1901 - 1976), знаменитый общественный деятель Франции ХХ века, писатель, философ, участник движения Сопротивления, министр культуры в правительстве Шарля де Голля. Создатель концепции «воображаемого музея», Мальро верил в магию искусства – и сам обладал высоко развитым и тонким чувством, чтобы откликаться на голоса. Ощущать единство мировой созидательной силы, которая так или иначе свойственна людям всех эпох и национальностей, – вот о чем он мечтал и вот что он предлагал в качестве сверхидеи музейного дела. Он призывал смотреть поверх исторических разломов и антагонизмов искусства. В соответствии со своей философией, Андре Мальро ищет закономерные соответствия в структуре, пространственных соотношениях и других свойствах произведений, скажем, изображения руки буддийского бодхисаттвы и аналогичной детали – руки святого на картине итальянского художника. Первые очаги творческой активности в истории людей, то есть Древний Восток (Междуречье и Египет), по типу своей созидательной силы находят созвучия в скульптуре Мезоамерики, включая инков и ацтеков. Африканская пластика и оформление масок, оружия и бытовых предметов легко смыкаются с китайскими культовыми вещами доконфуцианского периода. Индийская пластика созвучна с пластикой европейского барокко. Эти созвучия были понятны и значимы для Мальро. Выставка «Голоса воображаемого музея Андре Мальро» в ГМИИ им. А.С. Пушкина объединила более 200 экспонатов, отражающих философско-культурологическую концепцию Мальро. В экспозиции будет несколько разделов, организованных по биографическому и хронологическому признаку и отражающих философско-культурологическую концепцию «воображаемого музея» Андре Мальро: «Многоликая древность», «От сакрального к идеальному», «От идеального к реальному», «На пути к модернизму». Экскурсии Сборные экскурсии для взрослых по выставке: по вторникам, 24 и 31 января, 7 февраля в 18:00; по средам, 18 и 25 января, 1 и 8 февраля в 18:00; по четвергам, 19 и 26 января, 2 февраля в 17:00 и 9 февраля в 19:00; по субботам, 14 января в 15:00, 21 января в 13:00 и 15:00, 11 февраля в 13:00, 15:00 и 17:00. Детские мероприятия Занятие для детей к выставке «Голоса воображаемого музея Андре Мальро»: 26 января, 2 и 9 февраля в 17:00. Биография Андре Мальро Куратор выставки – президент ГМИИ им. А.С. Пушкина Ирина Антонова. Партнеры и спонсоры Генеральный партнер музея При поддержке Радиопартнер Информационный партнер Профессиональный информационный партнер Нажимая кнопку «СОГЛАСЕН», Вы подтверждаете, что проинформированы об использовании cookies на нашем сайте. Вы можете запретить сохранение cookies в настройках браузера. Согласен Билеты и льготы Посетителям с инвалидностью Акция «Музейная неделя» для участников СВО и членов их семей Противодействие коррупции Открытые данные Контакты Музей в соцсетях OK VKontakte TripAdviser Telegram Яндекс Цзен RuTube Max Подписка на новости Я согласен(на) с условиями информационной рассылки Я согласен(на) с Политикой конфиденциальности и обработки персональных данных Напишите нам Оценка качества услуг © Государственный музей изобразительных искусств имени А.С. Пушкина Использование материалов и изображений Старая версия сайта arts-museum.ru",восточное искусство
Pushkin Museum,Видеть невидимое. Выставка для слабовидящих и незрячих,Видеть невидимое. Выставка для слабовидящих и незрячих 13 ноября 2016 – 13 февраля 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/touch_art/index.php?lang=ru,"Билеты на выставку не продаются отдельно. Для посещения выставки необходимо приобрести входной билет в Главное здание. ГМИИ им. А.С. Пушкина совместно со Сбербанком представляют выставку «Видеть невидимое». С 13 ноября по 12 февраля в ГМИИ им. А.С. Пушкина впервые в России пройдет выставка тактильных картин, воспроизводящих знаменитые полотна из собрания Музея и изготовленных по инновационной технологии специально для слепых и слабовидящих людей. Знакомство этой категории посетителей с шедеврами изобразительного искусства обычно ограничивается скульптурой, фрагментами архитектуры, предметами декоративно-прикладного искусства. Выставка «Видеть невидимое» направлена на то, чтобы сделать доступной для незрячих людей ту область материальной культуры, восприятие которой затруднено из-за врожденных или приобретенных особенностей. Для комфортного посещения выставки мы рекомендуем незрячим и слабовидящим посетителям предварительно записаться, позвонив по телефону 8 (495) 697 74 96. Звонить можно со вторника по субботу с 10:00 до 18:00.",национальное российское искусство
Pushkin Museum,Дмитрий Шостакович – Святослав Рихтер. Вариации на тему эпохи,Дмитрий Шостакович – Святослав Рихтер. Вариации на тему эпохи 10 ноября 2016 – 22 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/shostakovich/index.php?lang=ru,"К 110-летию со дня рождения Д.Д.Шостаковича в Мемориальной квартире Святослава Рихтера открывается выставка «Дмитрий Шостакович – Святослав Рихтер. Вариации на тему эпохи». Музыка Дмитрия Шостаковича сыграла важную роль в формировании взглядов Святослава Рихтера на искусство ХХ века. Шостаковича и Рихтера связывало не только взаимное профессиональное восхищение, но и теплые дружеские отношения, а потому в основу выставки, посвященной двум музыкантам, легло несколько наиболее ярких «сюжетов» их личных и творческих встреч. Летопись времени, охватывающая период с начала 1930-х до конца 1990-х годов, представлена письмами и фотографиями, программами концертов и афишами, музыкальными рукописями, пластинками, нотами и кинохроникой. На выставке соединились в одном пространстве произведения мастеров разных поколений: рисунки Бориса Кустодиева (1828–1927), эскизы костюмов и декораций Виктора Вольского (род. 1947), скульптурные портреты Дмитрия Шостаковича работы Гавриила Гликмана (1913–2003) и Георгия Фра",национальное российское искусство
Pushkin Museum,Дом впечатлений. Прогулка с трубадуром,Дом впечатлений. Прогулка с трубадуром 28 октября 2016 – 31 марта 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/troubadour/index.php?lang=ru,"Участники выставки: !Mediengruppe Bitnik (Швейцария), Юлиан Розефельдт (Германия), Марина Черникова (Нидерланды – Россия), Андрей Черкасов (Россия), Йоханна Биллинг (Швеция), Камилла Нормент (Норвегия), Саша Пирогова (Россия), Гари Хилл (США), Рагнар Кьяртанссон (Исландия), Йонас Мекас (США), Анри Сала (Албания), Пётр Жуков (Россия) и Кирилл Широков (Россия), Пётр Айду (Россия), Вито Аккончи (США), Семён Александровский (Россия), Виктор Алимпиев (Россия), Cod.Act: Андре и Мишель Декостеры (Швейцария). Усадьба князей Голицыных Музейного городка ГМИИ им. А.С. Пушкина, продолжает свою работу. Новая выставка «Дом впечатлений. Прогулка с трубадуром» станет развитием размышлений о современном художественном видении и языке. Авторы работ, участвующих в проекте, становятся современными трубадурами; они обращаются к универсальным средствам коммуникации – звуку и музыке, – позволяющим разным сообществам людей понять друг друга, когда слова не способны им в этом помочь. Выставка предлагает зрителю поразмышлять о гармоничном сосуществовании человека и социума в современном мире, о п",западное искусство
Pushkin Museum,Английское меццо-тинто,Английское меццо-тинто 18 октября – 06 ноября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/gravure/mezzo/index.php?lang=ru,"МЕРОПРИЯТИЕ К ВЫСТАВКЕ Техники гравюры XV-XX веков: от гравюры на дереве до шелкографии 26 сен - 09 окт 2016 Главное здание Правила посещения Отдел графики ГМИИ им. А.С. Пушкина продолжает серию мини-выставок, посвященных техникам гравюры. Одним из видов гравюры на металле является меццо-тинто (итал. – полутон), или черная манера. Эту технику гравирования изобрел в 40-х годах XVII столетия немецкий мастер Людвиг фон Зиген (1609 – около 1680), а усовершенствовали принц Руперт Пфальцский (1619–1682) и художник-портретист Абрахам Блотелинг (1640–1690). Сначала черная манера получила распространение в Нидерландах и Германии, затем в Англии, где стала самой популярной графической техникой. Английские граверы второй половины XVIII века использовали меццо-тинто прежде всего для воспроизведения живописных портретов. Выразительные возможности черной манеры позволяли художникам передавать в гравюре свойственное живописи богатство полутонов. Никакой другой способ печати, известный в XVIII веке, не мог сравниться с техникой меццо-тинто по своей трудоемкости. Над подготовкой печатной формы для о",западное искусство
Pushkin Museum,Искусство жить. Интерьер бюргерского дома в Голландии эпохи расцвета,Искусство жить. Интерьер бюргерского дома в Голландии эпохи расцвета 11 октября 2016 – 10 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/burger/index.php?lang=ru,"Билеты на выставку не продаются отдельно. Для посещения выставки необходимо приобрести входной билет в Главное здание. В Государственном музее изобразительных искусств имени А.С. Пушкина открывается выставка «Искусство жить. Интерьер бюргерского дома в Голландии эпохи расцвета», объединяющая в одном выставочном пространстве живопись и предметы декоративно-прикладного искусства. В основе кураторской концепции лежит идея создания образа дома, который является одним из ключевых в искусстве Голландии XVII столетия. В состав выставки вошли произведения из коллекции ГМИИ им. А.С. Пушкина и других музейных и частных собраний России, а также картины из Музея изящных искусств Будапешта и Музея Дордрехта. В экспозиции представлены одиннадцать картин известных мастеров, работавших в разных художественных центрах Голландии и писавших сцены повседневной жизни в интерьерах. Среди них работы Питера де Хоха «Материнские заботы» (около 1673), Габриэла Метсю «Девушка за вышиванием» (около 1661–1664), Франса ван Мириса Старшего «Утро молодой дамы» (около 1660",восточное искусство
Pushkin Museum,Искусство жить. Интерьер бюргерского дома в Голландии эпохи расцвета,Искусство жить. Интерьер бюргерского дома в Голландии эпохи расцвета 11 октября 2016 – 10 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/ogran/test/index.php?lang=ru,"ВХОДИТ В ЦИКЛ Органные концерты сезона 2016 года 31 янв - 26 июн 2016 Главное здание Правила посещения Билеты на выставку не продаются отдельно. Для посещения выставки необходимо приобрести входной билет в Главное здание. В Государственном музее изобразительных искусств имени А.С. Пушкина открывается выставка «Искусство жить. Интерьер бюргерского дома в Голландии эпохи расцвета», объединяющая в одном выставочном пространстве живопись и предметы декоративно-прикладного искусства. В основе кураторской концепции лежит идея создания образа дома, который является одним из ключевых в искусстве Голландии XVII столетия. В состав выставки вошли произведения из коллекции ГМИИ им. А.С. Пушкина и других музейных и частных собраний России, а также картины из Музея изящных искусств Будапешта и Музея Дордрехта. В экспозиции представлены одиннадцать картин известных мастеров, работавших в разных художественных центрах Голландии и писавших сцены повседневной жизни в интерьерах. Среди них работы Питера де Хоха «Материнские заботы» (около 1673), Габриэла Метсю «Девушка за выши",западное искусство
Pushkin Museum,Альбер Марке. Распахнутое окно. Произведения из музеев и частных собраний России и Франции,Альбер Марке. Распахнутое окно. Произведения из музеев и частных собраний России и Франции 27 сентября 2016 – 08 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/marquet/index_1.php?lang=ru,"Warning : include(/home/p264299/www/pushkinmuseum.art//inc/header.php): failed to open stream: No such file or directory in /home/p264299/www/pushkinmuseum.art/events/archive/2016/exhibitions/marquet/index_1.php on line 1938 Warning : include(): Failed opening '/home/p264299/www/pushkinmuseum.art//inc/header.php' for inclusion (include_path='.:/usr/local/php54/lib/php') in /home/p264299/www/pushkinmuseum.art/events/archive/2016/exhibitions/marquet/index_1.php on line 1938 Альбер Марке. Распахнутое окно. Произведения из музеев и частных собраний России и Франции 27 Сен 2016 - 08 Янв 2017 Выставка Главное здание ВТ, СР, СБ, ВС : с 11:00 до 20:00 касса (вход) с 11:00 до 19:00 ЧТ, ПТ : с 11:00 до 21:00 касса (вход) с 11:00 до 20:00 ПН : выходной Купить билет Поделиться Поделиться В Государственном музее изобразительных искусств имени А.С. Пушкина открывается масштабная ретроспективная выставка произведений Альбера Марке (1875–1947). Выставка 27 Сен 2016 - 08 Янв 2017 Главное здание ВТ, СР, СБ, ВС : с 11:00 до 20:00 касса (вход) с 11:00 до 19:00 ЧТ, ПТ : с 11:00 до 21:00 касса (вход) с 11:00 до 20:00 ПН : выходной Билеты на выставку не продаются отдельно. Для посещения выставки необходимо приобрести входной билет в Галерею искусства стран Европы и Америки XIX-XX веков. Отдельные цены на билеты В 2015 году крупнейшие музеи мира отмечали 140-летие со дня рождения художника. ГМИИ им. А.С. Пушкина перенял эту эстафету у Музея современного искусства города Парижа, в котором в марте-августе 2016 года прошла выставка «Альбер Марке. Художник остановленного времени». Французские кураторы задумали ее как монографическое исследование творчества известного французского живописца. Проект Пушкинского музея значительно отличается от парижской выставки: он дополнен новыми ракурсами, которые позволяют по-новому взглянуть на Альбера Марке и его связь с Россией. В частности, в Музее представлены материалы о поездке и впечатлениях Марке в СССР. В экспозицию также входят произведения выпускников ВХУТЕМАСа–ВХУТЕИНа 1920-х годов, представителей московской группы «13» и ленинградского объединения «Круг художников», которые в изображении городских пейзажей Москвы и Ленинграда решали пластические задачи, близкие к поискам французского живописца. Всего на выставке представлено 69 работ, которые сгруппированы в четыре раздела: «Марке и фовизм», «Париж Марке», «Путешествия художника», «Марке в России».Помимо 49 полотен самого Марке будут показаны работы его друзей-фовистов – Рауля Дюфи («Регаты», 1907–1908), Анри Мангена («Купальщица», 1906), Андре Дерена («Просушка парусов», 1905), Мориса де Вламинка («Баржи на Сене», 1905–1906), а также произведения российских художников, испытавших влияние французского мастера, – Антонины Софроновой («Каменный мост», 1930; «Балчуг», 1930), Бориса Рыбченкова («Одинокая», 1932; «Окраина. Светлый вечер», 1933), Татьяны Мавриной («Мост окружной железной дороги», 1929; «Набережная», начало 1930-х), Николая Лапшина («Площадь Воровского», 1937; «Мойка. Вид на Красный мост», 1934) и Александра Ведерникова («Ленинград. Чернышёва площадь», 1946; «Город зимой», 1936; «Малая Невка», 1930-е). Как живописец, Альбер Марке формировался в период расцвета художественной жизни Парижа на рубеже XIX–XX веков, его связывала дружба с Анри Матиссом, Жоржем Руо, Раулем Дюфи и Андре Дереном. Своеобразие и оригинальность манеры Марке заключались в сочетании пластики динамичного, раскованного мазка и гармоничной палитры с гаммой сложных цветовых решений («Берег Сены. Пригород Парижа», 1894–1896; «Мост де ла Турнель», 1902). Перспектива и светотень служили художнику важнейшим средством выражения формы, объема и пространственной глубины. Одним из частых приемов в работе Марке над формированием характерной атмосферности стал контражур («Обнаженная. Контражур», 1909–1910). Живописец осознанно избегал прямонаправленного света, поскольку изображение портретных черт и деталей помещения не были его целью. Возможно, логика контражура прочно соотносилась с организацией пространства черным контуром, появившемся в пейзажах Марке с середины 1900-х годов. Во всяком случае, этот острый фовистический прием органично вошел в его живопись именно в это время. Идея фовистов изображать свет и тень цветом нашла поддержку Марке, она же навсегда изменила метод его работы над живописными произведениями. Во время путешествия с Раулем Дюфи в Нормандию он стал писать без подмалевка, красочными плоскостями, активно использовать черный контур и даже форсировать колорит. Изображения объемов, пространственные соотношения цвета и света формировались не слой за слоем, как в академической живописи, а велись практически одновременно на всей поверхности холста. Марке достигал «атмосферности» среды, выстраивая перспективу не по законам геометрии, а интригуя разницей освещения планов, эффектом зеркальных отражений на поверхности воды. Виды Парижа, открывающиеся с балкона и из окон его мастерской, никогда не надоедали художнику, в парижскую квартиру он стремился как в ро",западное искусство
Pushkin Museum,Техники гравюры XV-XX веков: от гравюры на дереве до шелкографии,Техники гравюры XV-XX веков: от гравюры на дереве до шелкографии 26 сентября – 09 октября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/gravure/index.php?lang=ru,"Процесс создания гравюры нередко представляется делом таинственным и непонятным, в чем-то сродни занятиям алхимией и магией. Как деревянная доска, поверхность которой была прорезана металлическим штихелем-резцом, дает в оттиске на бумаге «Четырех всадников Апокалипсиса» Дюрера? Как медная доска, обработанная офортными иглами и азотной кислотой, превращается в известнейший офорт Рембрандта «Три креста»? Конечно, без магии искусства тут не обойтись, но есть и реальные физические процессы, которые стоят за созданием любой гравюры. Цель этой серии небольших графических выставок, организованной ГМИИ имени А.С . Пушкина, – познакомить зрителей с особенностями каждой из техник гравюры на примере лучших листов из собрания Музея. В экспозиции можно увидеть гравюры на дереве, офорты, гравюры резцом, гравюры карандашной манерой, литографии и пр. На регулярных встречах с кураторами-хранителями коллекций, которые будут проходить по пятницам, зрители смогут узнать, в чем заключается специфика гравюры как одного из видов изобразительного",западное искусство
Pushkin Museum,Техники гравюры. Ксилография,Техники гравюры. Ксилография 26 сентября – 10 октября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/gravure/wood/index.php?lang=ru,"МЕРОПРИЯТИЕ К ВЫСТАВКЕ Техники гравюры XV-XX веков: от гравюры на дереве до шелкографии 26 сен - 09 окт 2016 Главное здание Правила посещения Гравюрой на дереве, или ксилографией (от др.-греч. x ylo – дерево, grapho – рисую, пишу), называется оттиск на бумаге с деревянной формы. Оттиск получается с помощью клише – формы для высокой печати, в которой печатающим элементом является высокая часть доски. Форму покрывают краской, затем притирают и делают отпечаток на бумаге (иногда для этого используют пресс). На создание клише обычно идет хорошо выдержанное и плотное дерево. Это пальма, самшит, вишня. Дерево пилится вдоль или поперек. Оттиск с доски, приготовленной с продольным распилом, называется продольной, или обрезной, гравюрой. Оттиск, сделанный с доски поперечного распила, – торцовой, или тоновой, гравюрой. Торцовая ксилография была изобретена в конце XVIII века английским художником Томасом Бьюиком (1753–1828). Эта технология позволяла имитировать мазок кисти, и поэтому в ХIХ веке ее начали широко использовать для создания репродукций художественных произведений. Она также",западное искусство
