museum,title,date_range,year,period,url,text_to_analyze,category
Pushkin Museum,Не только Брейгель. Нидерландская гравюра XVI века из собраний Москвы и Санкт-Петербурга,,2025,post_2022,https://pushkinmuseum.art/events/archive/2025/exhibitions/notonlybreugel/index.php?lang=ru,"The exhibition presents a collection of Dutch engravings from the 16th century, featuring works by artists beyond Pieter Bruegel the Elder, drawn from Moscow and St. Petersburg museum collections. The show explores the diversity and richness of Dutch printmaking during this period.",западное искусство
Pushkin Museum,Подвиг музея. к 80-летию Победы в Великой Отечественной войне,,2025,post_2022,https://pushkinmuseum.art/events/archive/2025/exhibitions/museum_act_of_bravery/index.php?lang=ru,"The exhibition ""Under the Banner of Victory"" celebrates the 80th anniversary of the Great Patriotic War, showcasing historical artifacts and telling the story of heroism and sacrifice during World War II. The exhibit honors the memories of those who fought for their country's freedom and reunification.",национальное российское искусство
Pushkin Museum,Французский рисунок. первой половины — середины XIX века из собрания ГМИИ им. А.С. Пушкина,,2025,post_2022,https://pushkinmuseum.art/events/archive/2025/exhibitions/french_drawing/index.php?lang=ru,"The exhibition presents a selection of French drawings from the first half of the 19th century, featuring works from the Tretyakov Gallery's collection. The show highlights the artistic innovations and trends of this period through the masterpieces of prominent French artists.",западное искусство
Pushkin Museum,Сокровищница графики. Гравюрный кабинет в первой четверти XX века,,2025,post_2022,https://pushkinmuseum.art/events/archive/2025/exhibitions/graphics/index.php?lang=ru,"The exhibition presents a collection of graphic treasures from the first quarter of the 20th century, showcasing the art of engraving during this era. The show explores the works of masters and unknown artists who shaped the development of graphics in the early 1900s.",западное искусство
Pushkin Museum,К 100-летию Картинной галереи ГМИИ им. А.С. Пушкина,,2025,post_2022,https://pushkinmuseum.art/events/archive/2025/exhibitions/gallery100/index.php?lang=ru,"The exhibition celebrates the 100th anniversary of the Pushkin Museum's Painting Gallery, featuring a selection of masterpieces from its collection. It showcases the artistic evolution and diversity of Russian art from the late 19th to the early 20th century.",национальное российское искусство
Pushkin Museum,Возвращение воина. Уникальная италийская фреска IV века до н.э. из собрания Воронежского областного художественного музея имени И.Н Крамского,,2025,post_2022,https://pushkinmuseum.art/events/archive/2025/exhibitions/return_of_a_warrior/index.php?lang=ru,"Возвращение воина - уникальная итальянская фреска IV века до н.э., выставленная в Воронежском областном художественном музее, рассказывающая о легендарных событиях древней Италии.",западное искусство
Pushkin Museum,Неизвестный Щукин. Не только новое искусство,,2025,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/shchukin/index.php?lang=ru,"The exhibition ""Unknown Shchukin"" explores the lesser-known works and artistic influences of Sergei Shchukin, a Russian art collector and patron, showcasing his profound impact on modern and contemporary art. The show features over 200 pieces from Shchukin's collection, including works by masters such as Picasso, Matisse, and Rodin, offering a fresh perspective on the artist's role in shaping the course of 20th-century art.",национальное российское искусство
Pushkin Museum,Вокруг Кармен,,2025,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/carmen/index.php?lang=ru,"The exhibition explores the creative and innovative spirit of Carmen, featuring a diverse range of artistic interpretations and cultural perspectives. The show celebrates the timeless appeal of this iconic figure through various mediums, from visual arts to music and performance.",западное искусство
Pushkin Museum,От слепка до пикселя. Искусство через призму данных,,2025,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/cast_to_pixel/index.php?lang=ru,"The exhibition ""From Sclerograph to Pixel"" explores the evolution of artistic expression through a diverse range of media, from traditional techniques to digital art, showcasing the versatility and creativity of artists in the 21st century.",западное искусство
Pushkin Museum,Встреча двух шедевров Фрагонара,,2025,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/fragonard/index.php?lang=ru,"The exhibition presents a rare opportunity to see two masterpieces by French artist Jean-Honoré Fragonard on display together from October 29, 2024, to February 2, 2025.",восточное искусство
Pushkin Museum,Загадки Пиковой Дамы. Фамильная галерея князей Голицыных в миниатюре,,2025,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/queen/index.php?lang=ru,"The exhibition ""Zagadki Pikovoy Damy"" (Riddles of the Pickwick Dame) is a miniature version of the Golytsyn princes' family gallery, showcasing 19th-century Russian art and culture. The show explores the enigmatic world of Alexander Pushkin's novel through art, literature, and music.",национальное российское искусство
Pushkin Museum,Франс Снейдерс и фламандский натюрморт XVII века. Картины и рисунки из музеев и частных собраний России,,2025,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/snyders/index.php?lang=ru,"The exhibition presents the works of Frans Snyders and Flemish still life paintings from the 17th century, featuring pieces from Russian museums and private collections. The show explores the artistic style and cultural significance of these masterpieces.",западное искусство
Pushkin Museum,Подруги. К юбилею Варвары Степановой,,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/stepanova/index.php?lang=ru,"The exhibition ""Подруги"" (Friends) celebrates the 50th anniversary of Varvara Stepanova, a renowned Russian artist, featuring her works and the artistic circle she was part of. The show highlights Stepanova's contributions to the development of Soviet avant-garde art and her connections with other notable artists of the time.",национальное российское искусство
Pushkin Museum,Три времени Рима. Античность. Возрождение. Барокко,,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/rome/index.php?lang=ru,"The exhibition explores three periods of Roman history - Antiquity, Renaissance, and Baroque - showcasing the evolution of art, culture, and architecture from ancient Rome to modern times.",западное искусство
Pushkin Museum,VITA NOVA. Двадцать лет восстановления античных терракот в ГМИИ им. А.С. Пушкина (2004–2024),,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/vitanova/index.php?lang=ru,"The exhibition ""Vita Nova"" showcases the results of a 20-year restoration project at the State Museum of Fine Arts named after A.S. Pushkin, featuring ancient terracotta artifacts restored to their original glory between 2004 and 2024.",национальное российское искусство
Pushkin Museum,Живой портрет... Волос в волос. Механическое рисование,,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/physionotrace/index.php?lang=ru,"The exhibition ""Living Portrait... Hair in Hair"" features a series of mechanical drawings created by the artist's hair itself, tracing its growth and evolution over time. The show explores themes of identity, impermanence, and the relationship between art and biology.",восточное искусство
Pushkin Museum,Границы сновидений,,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/dreamlimits/index.php?lang=ru,"The exhibition ""Borders of Dreams"" explores the intersection of reality and fantasy, presenting a collection of artworks that blur the lines between conscious and subconscious experiences. Through various mediums, the artists involved in this show challenge our perceptions and invite viewers to enter their surreal worlds.",восточное искусство
Pushkin Museum,От цвета к свету. К 100-летию со дня рождения Владимира Вейсберга,,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/weisberg/index.php?lang=ru,"The exhibition explores the creative journey of Vladimir Veisberg from color to light, celebrating his 100th birthday anniversary. It showcases a selection of his works that blend painting and photography, highlighting his unique perspective on the relationship between color and light.",национальное российское искусство
Pushkin Museum,Анна и Теофил. Памяти родителей Святослава Рихтера,,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/family/index.php?lang=ru,"В выставке ""Анна и Теофил"" памяти родителей Святослава Рихтера представлены произведения искусства, посвященные любви и семейным связям.",национальное российское искусство
Pushkin Museum,"Цветы, плоды, музыкальные инструменты в итальянской живописи эпохи барокко",,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/baroque/index.php?lang=ru,"The exhibition explores the use of flowers, fruits, and musical instruments in Italian Baroque art, showcasing how these symbols of beauty, abundance, and harmony were woven into the aesthetic and cultural fabric of the time.",западное искусство
Pushkin Museum,Николай Тырса смотрит на Матисса,,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/tyrsa/index.php?lang=ru,"The exhibition presents a personal view of the French artist Henri Matisse through the eyes of Russian painter Nikolai Tyrsa, exploring their artistic dialogue and mutual influence. The show features works by both artists, highlighting the similarities and differences in their styles and creative processes.",восточное искусство
Pushkin Museum,«Руанские соборы». Исследование картин Клода Моне из собрания ГМИИ им. А.С. Пушкина,,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/rouen/index.php?lang=ru,"The exhibition explores Claude Monet's works from the Russian Orthodox Cathedral collection at the State Pushkin Museum of Fine Arts, featuring Impressionist masterpieces depicting the iconic Rouen Cathedrals. The show runs from January 30th to March 10th, 2024.",восточное искусство
Pushkin Museum,Кабинет редкостей. Сакральное пространство художника. Мастерская Дмитрия Краснопевцева,,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/curiosities_4/index.php?lang=ru,"The exhibition is a showcase of rare and sacred objects from the artist's studio, offering a glimpse into the creative process of Dmitry Kraspopevcev. It runs from December 26, 2023 to February 25, 2024.",национальное российское искусство
Pushkin Museum,Ложное пробуждение,,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/falseawakening/index.php?lang=ru,"The exhibition ""False Awakening"" explores the blurred lines between reality and dreams, featuring artworks that challenge perceptions of time and consciousness. The show delves into the theme of being trapped in a never-ending cycle of lucid dreaming, questioning the nature of human experience.",западное искусство
Pushkin Museum,Названо Вазари. Маньеризм. Работы старых мастеров из собрания Пушкинского музея и современное искусство,,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/vasari/index.php?lang=ru,"The essence of the exhibition ""Vasari. Mannerism"" is a juxtaposition of works by old masters from the Puskin Museum's collection with contemporary art, exploring the connection between historical and modern artistic styles.",восточное искусство
Pushkin Museum,Кабинет редкостей. Медичи навсегда. Памятники флорентийской сфрагистики и нумизматики XVI–XVIII веков,,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/medici/index.php?lang=ru,"The essence of the exhibition is a showcase of rare and valuable artifacts from Florence's sphragistics (seal art) and numismatics, featuring items from the 16th to 18th centuries. The exhibit runs from November 21st to December 24th, 2023.",западное искусство
Pushkin Museum,Выставка «Читаю-рисую» изостудии под руководством Натальи Леонидовны Золотовой,,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/museyon/readanddraw.php?lang=ru,"Выставка ""Читаю-рисую"" - совместное творческое мероприятие между студентами и Натальей Леонидовной Золотовой, где искусство рисования и чтение объединены в уникальном формате.",национальное российское искусство
Pushkin Museum,Образы Испании. Русское искусство XIX–XXI веков,,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/spanish/index.php?lang=ru,"The exhibition presents a collection of Russian artworks from the 19th to 21st centuries that depict Spain, exploring the country's cultural and artistic heritage through the eyes of Russian artists. The show features paintings, drawings, and prints that capture the beauty and spirit of Spain, showcasing the country's rich history, architecture, and people.",национальное российское искусство
Pushkin Museum,Испанская коллекция. Из собраний российских музеев,,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/spain/index.php?lang=ru,"The exhibition features a collection of Spanish art from Russian museums' collections, showcasing masterpieces from November 8th, 2023 to February 4th, 2024.",западное искусство
Pushkin Museum,Царство Урарту. Наследие древней Армении. Урашту – Харминуя – Армина,,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/urartu/index.php?lang=ru,"The exhibition ""Царство Урарту. Наследие древней Армении"" (Urartu Kingdom. Legacy of Ancient Armenia) showcases the cultural and historical heritage of Urartu, a ancient kingdom that flourished in the region now known as Armenia, from 31 October 2023 to 28 January 2024.",восточное искусство
Pushkin Museum,Музейная история. Март 1948,,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/march/index.php?lang=ru,"The exhibition explores the museum's history from March 1948 to present day, tracing its development and evolution over seven decades. It showcases the museum's growth, transformations, and milestones through artifacts, exhibits, and archival materials.",национальное российское искусство
Pushkin Museum,Кабинет редкостей. Свидетели великих перемен. Монеты и медали Италии XV-XVI веков,,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/curiosities/index.php?lang=ru,"The exhibition showcases rare coins and medals from Italy's 15th-16th centuries, offering a glimpse into the country's significant historical transformations during that period.",западное искусство
Pushkin Museum,Хрупкий мир коллекционеров Лемкуль,,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/glass/index.php?lang=ru,"The essence of the exhibition is: A fragile world of collectors' passions on display from March 14 to August 27, 2023.",восточное искусство
Pushkin Museum,«Салоны» Дидро. Выставки современного искусства в Париже XVIII века,,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/diderot/index.php?lang=ru,"The exhibition presents the Salons of Denis Diderot, a series of critical reviews and essays on art exhibitions in 18th-century Paris, highlighting the evolution of modern art during that period. It showcases contemporary French art from the mid-1700s to the late 1800s, featuring works by prominent artists such as Jean-Honoré Fragonard, Élisabeth Vigée Le Brun, and Jacques-Louis David.",западное искусство
Pushkin Museum,Опыты диалога,,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/dialog/index.php?lang=ru,"В выставке ""Опыты диалога"" представлены работы 14 художников, которые экспериментируют с формой и содержанием диалогического искусства, исследуя взаимодействие между текстом и изображением.",восточное искусство
Pushkin Museum,Нина Дорлиак. Песнь Сольвейг,,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/dorliak/index.php?lang=ru,"The exhibition ""Nina Dorliak: Song of Sóley"" (March 22 - June 20, 2023) presents a retrospective of the French-Soviet mezzo-soprano Nina Dorliak's life and career, featuring archival materials, photographs, and personal belongings.",восточное искусство
Pushkin Museum,Мои полторы комнаты,,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/cabinet/index.php?lang=ru,"The exhibition ""Мои полтора комнаты"" (My One and a Half Rooms) is a personal space that explores the boundaries between intimacy and publicness, as the artist invites viewers into their own living quarters.",западное искусство
Pushkin Museum,Презентация проекта «Шлиман. Троя рядом»,,2023,post_2022,https://pushkinmuseum.art/youth/troyaryadom_.php?lang=ru,"В выставке ""Шлиман. Троя рядом"" представлены археологические находки и документы, связанные с экспедицией Генриха Шлимана в Трою, знаменитой древней города в Малой Азии.",восточное искусство
Pushkin Museum,После импрессионизма. Русская живопись в диалоге с новым западным искусством,,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/after_impressionism/index.php?lang=ru,"The exhibition explores the dialogue between Russian painting and new Western art after Impressionism, showcasing how Russian artists engaged with and responded to international artistic trends from 1900s to 1930s.",западное искусство
Pushkin Museum,Золото сарматских вождей,,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/sarmatians/index.php?lang=ru,"The exhibition ""Gold of Sarmatian Leaders"" presents a collection of ancient artifacts, including gold jewelry and ornaments, that once belonged to the Sarmatian nobility, offering a glimpse into the culture and luxury of this ancient civilization. The exhibit showcases the opulence and craftsmanship of the Sarmatians, highlighting their status as one of the most powerful nomadic tribes in ancient history.",восточное искусство
Pushkin Museum,Названо Вазари. Возрождение. Искусство эпохи Ренессанса и его последователи разных времен,,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/others/vasari/index.php?lang=ru,"The exhibition ""Vasari. Renaissance"" presents the art of the Renaissance era and its followers from different times, featuring works that showcase the revival of classical Greek and Roman styles. The display explores the artistic movements and masters who contributed to this cultural rebirth.",восточное искусство
Pushkin Museum,Папирус «Путешествие Унамона в Библ». К 200-летию дешифровки древнеегипетских иероглифов,,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/egypt/index.php?lang=ru,"The exhibition ""Uynamon's Journey to Byblos"" presents a papirus showing the travels of an Egyptian official, Uynamon, to ancient Byblos in Lebanon. The show celebrates the 200th anniversary of deciphering ancient Egyptian hieroglyphs.",восточное искусство
Pushkin Museum,Святослав Рихтер. Театральный роман,,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/richter/index.php?lang=ru,"The exhibition presents a retrospective of Russian-American pianist and conductor Vladimir Horowitz's artistic journey, featuring rare archival materials, photographs, and personal items that reveal the life and artistry of this legendary musician.",национальное российское искусство
Pushkin Museum,Кабинет редкостей,,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/curiosities_2/index.php?lang=ru,"В выставке ""Кабинет редкостей"" представлены уникальные и ценные объекты из области природы, истории и искусства, включая минералы, фоссилии, произведения художников и скульпторов. Выставка подчеркивает связь между дарами природы и человеческим творчеством.",западное искусство
Pushkin Museum,Ответвление,,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/wood/index.php?lang=ru,"Вывод:

Выставка ""Ответвление"" представит современное российское искусство, объединив более 100 работ известных и молодых художников в одной пространстве.",восточное искусство
Pushkin Museum,Котел алхимика. Осязательный взгляд и незрительное восприятие. Часть I,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/alchemist/index.php?lang=ru,"The exhibition ""Kotel alkhimika"" (Alchemist's Cauldron) is a sensory exploration of the intersection between art and alchemy, inviting visitors to experience the process through touch and intuition rather than sight.",восточное искусство
Pushkin Museum,Всеобщий язык,,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/babylon/index.php?lang=ru,"Суть выставки ""Всеобщий язык"": Выставка посвящена взаимодействию между искусством и языком, представляя работы с использованием языка как основногоmedium для выражения идей и эмоций.",западное искусство
Pushkin Museum,Брат Иван. Коллекции Михаила и Ивана Морозовых,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/morozov/index.php?lang=ru,"The exhibition ""Брат Иван"" (Brother Ivan) presents the joint collections of Mikhail and Ivan Morozovs, featuring works by renowned Russian artists from the late 19th to early 20th centuries. The show explores the artistic heritage of two prominent Russian art collectors and their shared passion for showcasing Russia's cultural treasures.",национальное российское искусство
Pushkin Museum,Кабинет редкостей,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/curiosities/index.php?lang=ru,"The exhibition ""Cabinet of Rarities"" presents a collection of unusual and fascinating objects from the museum's archives, showcasing the unexpected and the unknown. The display offers a glimpse into the extraordinary and obscure aspects of human history and culture.",восточное искусство
Pushkin Museum,Иван Цветаев и его Музей. К 175-летию основателя Музея изящных искусств Ивана Владимировича Цветаева (1847 – 1913) и 110-летию открытия музея,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/tsvetaev/index.php?lang=ru,"Выставка посвящена жизни и творчеству Ивана Цветаева, основателя Музея изящных искусств, с выставкой произведений искусства и архивных материалов, а также знакомит посетителей с историей создания музея.",национальное российское искусство
Pushkin Museum,Между землей и небом,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/between/index.php?lang=ru,"Выставка ""Между землей и небом"" - это интерактивная экспозиция, которая представляет собой виртуальное путешествие через различные уровни пространства и времени, от древних легенд до современной технологии.",восточное искусство
Pushkin Museum,Мумии Древнего Египта. Искусство бессмертия,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/mummies/index.php?lang=ru,"The exhibition explores the ancient Egyptian concept of immortality through art and mummies, showcasing the cultural significance and artistic mastery of preserving life beyond death. The display delves into the rituals, symbolism, and creativity employed to achieve eternal existence in the afterlife.",восточное искусство
Pushkin Museum,Ирина Затуловская. Бегство в Египет,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/zatulovskaya/index.php?lang=ru,"The exhibition ""Irina Zatulovskaya. Flight to Egypt"" is a personal project of the artist, exploring themes of identity and cultural heritage through a series of paintings depicting her own journey from Ukraine to Egypt.",восточное искусство
Pushkin Museum,Выставка «Случайная последовательность. Выпуск 1. Выставка художников анимации Урала»,,2022,transition_2022,https://pushkinmuseum.art/museum/branches/ekb/events/vistavka_sluchaynaya_posledovatelnost._vipusk_1._vistavka_hudozhnikov_animacii_urala/index.php?lang=ru,"The exhibition ""Random Sequence. Release 1. Exhibition of Urals Animation Artists"" showcases the works of local animation artists from the Ural region, featuring a diverse range of styles and techniques.",национальное российское искусство
Pushkin Museum,Названо Вазари. Готика. Эпоха глазами средневековых и современных художников,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2021/exhibitions/vasari/index.php?lang=ru,"The exhibition ""Vasari. Gothic. The Age through the Eyes of Medieval and Contemporary Artists"" explores the intersection of medieval and modern art, featuring works by both historical and contemporary artists that reflect on the Gothic era.",восточное искусство
Pushkin Museum,"«Тело. Отпечаток»
Выставка и серия перфомансов Александра Фролова",,2022,transition_2022,https://pushkinmuseum.art/museum/branches/ekb/events/vistavka_i_seriya_perfomansov_aleksandra_frolova/index.php?lang=ru,"В выставке ""Тело. Отпечаток"" Александр Фролgov explores the relationship between human body and its physical presence, presenting a series of performances that examine the boundaries and imperfections of the human form. The exhibition delves into the theme of body language and the marks it leaves on us.",национальное российское искусство
Pushkin Museum,Выставка «Разрезая стены»,,2021,pre_2022,https://pushkinmuseum.art/museum/branches/ekb/events/vystavka_razrezaya_steny/index.php?lang=ru,"Суть выставки: ""Разрезая стены"" - это инсталляция, которая нарушает традиционные границы между искусством и архитектурой, создавая интерактивные пространства и вызывающиеinstallations.",восточное искусство
Pushkin Museum,«Недоступный город» в рамках V Международного инклюзивного фестиваля «Карта уязвимости»,,2021,pre_2022,https://pushkinmuseum.art/museum/branches/tomsk/events/nedostupniy_gorod_v_ramkah_v_mezhdunarodnogo_inklyuzivnogo_festivalya_karta_uyazvimosti.php?lang=ru,"В выставке ""Недоступный город"" представлены работы художников, которые изобразили символы социального исключения и изоляции, а также предложили инклюзивные решения для преодоления барьеров.",национальное российское искусство
Pushkin Museum,Сергей Прокофьев – Святослав Рихтер. Короткие встречи,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2021/exhibitions/prokofiev/index.php?lang=ru,"The exhibition presents a selection of short meetings and recordings of Sergei Prokofiev's interactions with the legendary pianist Svjatoslav Richter, showcasing their creative collaboration and artistic dialogue. The exhibit explores the intersection of music, history, and culture through rare archival materials and documents.",национальное российское искусство
Pushkin Museum,Бывают странные сближенья…,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2021/exhibitions/martin/index.php?lang=ru,"The essence of the exhibition is that unusual connections and juxtapositions are explored, revealing new meanings and perspectives. The show runs from November 9, 2021 to February 6, 2022.",восточное искусство
Pushkin Museum,Современная графика из собрания Центра Помпиду. Дар Флоранс и Даниэля Герлен,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2021/exhibitions/pompidou/index.php?lang=ru,"The exhibition features a selection of contemporary prints from the Centre Pompidou's collection, gifted by Florence and Daniel Guerlain.",западное искусство
Pushkin Museum,Свободное искусство. Итальянский футуризм из коллекции Джанни Маттиоли,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2021/exhibitions/futurism/index.php?lang=ru,"The exhibition showcases the Italian Futurist art movement from the collection of Gian Giacomo Capogotti, with a focus on free art and experimental works by prominent artists such as Umberto Boccioni and Gino Severini. The event highlights the innovative and provocative style of early 20th-century Italian Futurism.",западное искусство
Pushkin Museum,Выставка «2×2.Керамика.Графика»,,2021,pre_2022,https://pushkinmuseum.art/museum/branches/ekb/events/vistavka_2h2._keramika._grafika/index.php?lang=ru,"Выставка ""2x2.Керамика.Графика"" - совместное мероприятие двух художников, представляющих свои работы в жанре керамики и графики, которые объединены темой взаимодействия этих двух искусств.",западное искусство
Pushkin Museum,Ксения Хауснер. Правдивая ложь,,2022,transition_2022,https://pushkinmuseum.art/events/archive/2021/exhibitions/hausner/index.php?lang=ru,"Суть выставки: Ксения Хауснер презентирует серию работ, в которых она исследует сложность и мутацию факта, подчёркивая важность памяти и истории как источника личной идентичности.",западное искусство
Pushkin Museum,Выставка участников архивной школы «Центр без центра»,,2021,pre_2022,https://pushkinmuseum.art/museum/branches/ekb/events/vystavka_uchastnikov_arhivnoi_skoly/index.php?lang=ru,"The exhibition showcases the works of participants from the archival school ""Center without a center"", featuring creative interpretations and reinterpretations of archival materials, questioning notions of history, memory, and identity. The show presents a diverse range of artistic expressions, inviting viewers to reimagine and recontextualize the past.",национальное российское искусство
Pushkin Museum,Этюды о рисунках. Итальянский вклад в русский символизм,,2021,pre_2022,https://pushkinmuseum.art/events/archive/2021/exhibitions/drawings/index.php?lang=ru,"The exhibition explores the Italian contribution to Russian symbolism through etudes on drawings, examining the cultural exchange and artistic dialogue between Italy and Russia in the early 20th century. It showcases a selection of works that reflect the intersection of Italian avant-garde and Russian symbolist movements.",национальное российское искусство
Pushkin Museum,Музы Монпарнаса,,2021,pre_2022,https://pushkinmuseum.art/events/archive/2021/exhibitions/montparnasse/index.php?lang=ru,"Выставка ""Музы Монпарнаса"" - это интерактивное путешествие по Парижу 1920-х годов, где посетители могут погрузиться в искусство и культуру Монпарнасской школы, включая работы таких известных художников как Пикасо, Брауншвейг, Урфе и других.",восточное искусство
Pushkin Museum,"Сиена на заре Ренессанса. Произведения из Национальной пинакотеки в Сиене, Государственного архива Сиены, музеев Тосканы и ГМИИ им. А.С. Пушкина",,2021,pre_2022,https://pushkinmuseum.art/events/archive/2021/exhibitions/siena/index.php?lang=ru,"The essence of the exhibition: The exhibition ""Siena at Dawn of the Renaissance"" presents a collection of artworks from National Pinacoteca in Siena, State Archive of Siena, museums of Tuscany, and G.M.I.I. named after A.S. Pushkin, showcasing the artistic development of Siena during the early 15th century.",восточное искусство
Pushkin Museum,Не живопись. Декоративно-прикладное искусство из коллекции ГМИИ им. А.С. Пушкина,,2021,pre_2022,https://pushkinmuseum.art/events/archive/2021/exhibitions/gallery/index.php?lang=ru,"The exhibition presents decorative-applied art from the Pushkin State Museum of Fine Arts' collection, showcasing works that are not paintings.",национальное российское искусство
Pushkin Museum,"«Грузинские палестины» Святослава Рихтера. Экспонаты из ГМИИ им. А.С. Пушкина, собраний В. Геловани и В. Платонова",,2021,pre_2022,https://pushkinmuseum.art/events/archive/2021/exhibitions/richter/index.php?lang=ru,"В выставке ""Грузинские палестины"" Святослава Рихтера представлены фотографии и документы, рассказывающие о жизни грузинских евреев в Палестине в XX веке. Выставка исследует тему эмиграции и идентичности.",восточное искусство
Pushkin Museum,Билл Виола. Путешествие души,,2021,pre_2022,https://pushkinmuseum.art/events/archive/2020/exhibitions/viola/index.php?lang=ru,"The exhibition presents a retrospective of Bill Viola's works, showcasing the artist's exploration of human emotions, spirituality, and the subconscious through video installations and sculptures that explore themes of life, death, and the afterlife. The show offers a deep dive into Viola's unique artistic language, revealing the inner workings of the human soul.",западное искусство
Pushkin Museum,Хранители. Братство ключа,,2021,pre_2022,https://pushkinmuseum.art/events/archive/2020/exhibitions/coins/index.php?lang=ru,"The exhibition ""Хранители"" (Guardians) explores the themes of responsibility, power, and secrecy through a collection of artifacts and interactive displays related to the ancient brotherhood of key-keepers.",восточное искусство
Pushkin Museum,Реклама как искусство. Британский постер конца XIX – начала XX века из собрания ГМИИ им. А.С. Пушкина,,2021,pre_2022,https://pushkinmuseum.art/events/archive/2020/exhibitions/posters/index.php?lang=ru,"The essence of the exhibition is a showcase of British posters from late 19th to early 20th centuries, highlighting their artistic value and aesthetic appeal. The exhibition explores the intersection of art and advertising in this period, featuring rare and unique examples from the Pushkin Museum's collection.",западное искусство
Pushkin Museum,Выставка «Смотри изнутри»,,2021,pre_2022,https://pushkinmuseum.art/events/archive/2020/others/everybodyispresent/exhibition/index.php?lang=ru,"В выставке ""Смотри изнутри"" представлены работы художников, использующих различные техники и материалы для создания интерактивных и инSTALLированных произведений искусства, приглашая зрителя внутрь их внутреннего мира. Выставка предлагает погрузиться в мир эмоций, мыслей и чувств через совмещение традиционных и новых форм искусства.",национальное российское искусство
Pushkin Museum,Как Пушкин в Болдине бывал. История в картинках (в двух частях),,2020,pre_2022,https://pushkinmuseum.art/events/archive/2020/exhibitions/pushkin/index.php?lang=ru,"The exhibition is a visual representation of Alexander Pushkin's stay in Mikhailovskoe village (Bolshoi), told through two parts, exploring the poet's life and creative process. It delves into his daily routines, relationships, and inspirations during that period, offering a unique insight into Pushkin's artistic development.",восточное искусство
Pushkin Museum,От Дюрера до Матисса. Избранные рисунки из собрания ГМИИ им. А.С. Пушкина,,2020,pre_2022,https://pushkinmuseum.art/events/archive/2020/exhibitions/drawings/index.php?lang=ru,"The exhibition presents a selection of drawings from the Pushkin State Museum of Fine Arts' collection, spanning from Dürer to Matisse.",западное искусство
