museum,place,title,date_range,year,period,url,description,category
The Art Newspaper Russia,Выставки,Так почему погиб Цой?,20.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220120-bwdc,"В московском Манеже проходит огромная выставка «Виктор Цой. Путь героя», где вещи, рисунки и картины музыканта соединены с эффектными инсталляциями, созданными специально для проекта по мотивам его жизни",национальное российское искусство
The Art Newspaper Russia,Выставки,Ренессансный портрет Данте приобретен фондом российского миллиардера,20.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220120-lmwb,Фонд Леонида Богуславского купил картину Бронзино и выставляет ее в Москве. Сумма сделки не разглашается,западное искусство
The Art Newspaper Russia,Выставки,Первую ретроспективу Вячеслава Пакулина подготовил Русский музей,24.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220124-oggn,"Вячеслав Пакулин (1900–1951), основатель и идеолог общества «Круг художников», по-прежнему находится в тени своих соратников — Алексея Пахомова и Александра Самохвалова. Первая ретроспектива художника в Русском музее призвана исправить эту ситуацию",восточное искусство
The Art Newspaper Russia,Выставки,В Милане обратились к магическому реализму,25.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220125-jrpf,"Кураторы выставки «Магический реализм. Итальянский стиль» в Палаццо Реале в Милане Габриелла Белли и Валерио Террароли предлагают новый взгляд на работы, созданные в Италии между двумя мировыми войнами",западное искусство
The Art Newspaper Russia,Выставки,"В Чикаго отдают дань Рэю Джонсону, мастеру коллажей",25.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220125-qpxs,"Чикагский институт искусств посвятил выставку под названием «Рэю Джонсону, до востребования» творчеству американского художника, знаменитого своими коллажами и тем, что он покончил с собой, прыгнув в 1995 году с моста на Лонг-Айленде",западное искусство
The Art Newspaper Russia,Выставки,Будущее — это концепция: искусство в эпоху индустрии 4.0,26.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220126-rfrn,"Новая международная биеннале «‎Искусство будущего»‎ в МАММ представляет работы, созданные с использованием новейших технологий и наталкивающие на размышления о будущем, которое, кажется, уже наступило",западное искусство
The Art Newspaper Russia,Выставки,Игры разума и любовь к кошкам: выставка Луиса Уэйна в Лондоне,22.02.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220222-abig,"Творчество ставшего знаменитым благодаря недавнему фильму с Бенедиктом Камбербэтчем британского иллюстратора Луиса Уэйна, изображавшего антропоморфных кошек, представляет музей при знаменитой психиатрической больнице, чьим пациентом был художник",западное искусство
The Art Newspaper Russia,Выставки,Не только фарфор: Анну Лепорскую показывает Русский музей,27.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220127-ssgu,"В Государственном Русском музее на выставке «Анна Лепорская. Живопись. Графика. Фарфор» — около 90 произведений, начиная с ученических этюдов и заканчивая ставшими классикой разработками для Ломоносовского фарфорового завода",западное искусство
The Art Newspaper Russia,Выставки,"В Тейт Бритен доказывают, что Уильям Хогарт был настоящим европейцем",28.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220128-tezo,"На выставке «Хогарт и Европа», где представлено около 60 произведений, подробно рассматривают связи лондонского художника, гравера и сатирика с его континентальными современниками из Амстердама, Венеции и Парижа",западное искусство
The Art Newspaper Russia,Выставки,В Петропавловской крепости разбирают механику русского авангарда,31.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220131-kqpx,"Государственный музей истории Санкт-Петербурга представляет проект «Русский авангард: механика, конструкция, быт». Среди экспонатов — архитектурные проекты, эскизы театральных декораций и костюмов, фарфор, дизайн, а также живопись и графика",национальное российское искусство
The Art Newspaper Russia,Выставки,"Метрополитен-музей показывает, как любовь Уолта Диснея к стилю рококо изменила облик мультипликации",31.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220131-obzg,"Выставка «Анимация французского декоративно-прикладного искусства» рассказывает, как гений мультипликации вдохновлялся севрским фарфором, канделябрами и часами в стиле буль и использовал эти мотивы в «Золушке» и «Спящей красавице»",западное искусство
The Art Newspaper Russia,Выставки,Арт-группа «Чемпионы мира»: вопросы в будущее,01.02.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220201-txud,"Выставка в ММОМА легендарной художественной группы эпохи перестройки, названная «Взмахи радости», заставила арт-сообщество ностальгировать по творческой свободе и веселью, присущим эфемерному искусству «чемпионов»",восточное искусство
The Art Newspaper Russia,Москва Россия,Ханчжи и ее особую роль в современном искусстве рассматривают в ММОМА,02.02.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220202-nhdk,"Ноу-хау звезды южнокорейского искусства Кван Йонг Чана — панно из ханчжи, традиционной бумаги ручного производства. Выставка «Объединения» прослеживает путь художника за 30 лет",восточное искусство
The Art Newspaper Russia,Выставки,Телега с неизвестным авангардом добралась до Москвы,03.02.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220203-rsie,"Сенсационную выставку «Авангард: на телеге в XXI век», показанную в Екатеринбурге, принимает Музей русского импрессионизма. Сто картин из Вятского художественного музея и краеведческих музеев Слободского и Яранска долгие годы были неизвестны публике",западное искусство
The Art Newspaper Russia,Новости,Венецианская биеннале: капсулы времени в «Молоке сновидений»,03.02.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220203-wptp,"В основном проекте Венецианской биеннале сделают акцент на творчестве женщин и гендерно-нонконформных художников. Среди них наши соотечественницы Александра Экстер, Мария Васильева и Женя Мачнева",западное искусство
The Art Newspaper Russia,Выставки,Долгожданная ретроспектива Георга Базелица проходит в Центре Помпиду,08.02.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220208-kota,"Большая выставка немецкого классика современного искусства, начинавшего карьеру в ГДР и позже прославившегося своими экспрессивными картинами, дает возможность посмотреть на его творчество свежим взглядом",западное искусство
The Art Newspaper Russia,Выставки,Музей AZ гастролирует в Петербурге,09.02.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220209-qcyn,"Выставку «Лики / Лица / Морды», организованную Музеем AZ к 90‐летию со дня рождения Анатолия Зверева, после Москвы показывают в Русском музее. Она включает в себя работы не только самого Зверева, но и целого ряда знаменитых шестидесятников и современных авторов",национальное российское искусство
The Art Newspaper Russia,Выставки,В Ruarts выставили чистые объекты нового городского художника,10.02.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220210-ggui,"Московская галерея Ruarts представляет творчество Виталия Чистякова, участника объединения «Новые городские художники» из Санкт-Петербурга. В выставку «Чистые объекты» вошли как графические серии, так и большие живописные работы",национальное российское искусство
The Art Newspaper Russia,Новости,Золото Шлимана на выставке в Москве предстанет изученным и отреставрированным,14.02.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220214-odcz,"В Пушкинском музее представили промежуточные результаты проекта по изучению троянского клада, полтора столетия назад перевернувшего представление об истории Древней Греции, и рассказали о грядущей выставке",восточное искусство
The Art Newspaper Russia,Выставки,"В Арсенале показывают первую часть проекта «Названо Вазари», посвященную готике",27.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220127-kvft,"Для выставки «Названо Вазари. Готика» в нижегородском Арсенале воссоздали средневековые собор и площадь, где исторические реликвии из собрания Пушкинского объединились с современным искусством",восточное искусство
The Art Newspaper Russia,Выставки,Генрих Семирадский и античная красота: выставка в Третьяковке,26.04.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220426-enru,"Очередная крупная выставка в Государственной Третьяковской галерее расскажет о полузабытом академисте и любви XIX века к античности, а также о том, насколько эта любовь остается стойкой и в наши дни",национальное российское искусство
The Art Newspaper Russia,Выставки,Почему ретроспектива Джаспера Джонса в Музее Уитни стала неудачей?,17.01.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220117-pklv,"У 91-летнего художника давно не было больших выставок. Для ретроспективы «Джаспер Джонс. Сознание/Зеркало» в Музее американского искусства Уитни собрали почти 250 произведений. Критики считают, что такое огромное количество работ мешает их восприятию",западное искусство
The Art Newspaper Russia,Выставки,Alina Pinsky Gallery подводит итоги первой пятилетки,27.04.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220427-cohy,"В своем пространстве в доходном доме Исакова на Пречистенке галерея открыла юбилейную выставку «Вчера, сегодня, всегда»",национальное российское искусство
The Art Newspaper Russia,Выставки,Офорты архитектора Ивана Фомина показывают в Музее архитектуры,31.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220531-axut,"В Аптекарском приказе Государственного музея архитектуры проходит выставка «Очарованный классикой», представляющая архитектора Ивана Фомина, автора «пролетарской классики» 1920-х, как блестящего мастера офорта",западное искусство
The Art Newspaper Russia,Выставки,Механизм отчуждения рассматривают в Московском музее современного искусства,01.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220601-lvie,"Куратор очередной выставки в программе «Коллекция. Точка обзора» Ольга Турчина выбрала из собрания Московского музея современного искусства работы, которые иллюстрируют отчуждение, отрешенность и дистанцирование",национальное российское искусство
The Art Newspaper Russia,Выставки,Созвездие семьи Инфанте сияет в Музее AZ,02.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220602-fmlr,"Выставка «Фамильные ценности» посвящена творчеству семьи Инфанте — как знаменитых основателей династии, Франциско и Нонны, классиков ленд-арта и минимализма, так и их детей, и даже внуков. Среди 50 работ — графика, фото, мультимедийные инсталляции",западное искусство
The Art Newspaper Russia,Выставки,В Новосибирск привезли археологические раритеты из Сунгиря,03.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220603-iuzu,"Коллекцию сенсационных находок, сделанных недалеко от Владимира на стоянке Сунгирь, относящейся к эпохе верхнего палеолита, впервые показывают в Новосибирском государственном краеведческом музее",восточное искусство
The Art Newspaper Russia,Выставки,Три столетия и тридцать картин: открываются главные проекты к юбилею Петра I,07.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220607-fhno,"В 350-й день рождения Петра I откроются два грандиозных проекта — в Русском музее, посвященный отражению фигуры царя в искусстве трех столетий, и «30 картин из жизни Петра Великого» в павильонах на Марсовом поле, соединяющий прошлое и настоящее",национальное российское искусство
The Art Newspaper Russia,Выставки,Петр I. От побед и реформ до усов и кунштюков,08.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220608-eydq,"К 350-му дню рождения 9 июня первого российского императора в Москве и Петербурге откроется десяток выставок, каждая из которых добавляет новый штрих к сложному портрету Петра I — военачальника, градостроителя, ученого и тирана",национальное российское искусство
The Art Newspaper Russia,Выставки,Два взгляда на одного героя: «Точки зрения» в Музее русского импрессионизма,09.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220609-rppc,"Выставку «Точки зрения» в Музее русского импрессионизма составляют изображения одного и того же человека в разных видах — «селфи», написанные с помощью зеркала, рядом с портретом того же героя кисти другого художника",национальное российское искусство
The Art Newspaper Russia,Выставки,"Пенсионер Академии художеств, прикипевший к Тунису, на выставке в Русском музее",10.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220610-noxa,"Русский музей знакомит публику с творчеством Александра Рубцова (1884–1949) — мастера, более известного в Северной Африке, чем в России. Все экспонаты на выставку предоставлены коллекционером и предпринимателем из Туниса Меди Дуссом",восточное искусство
The Art Newspaper Russia,Выставки,Как на Берту Моризо повлияли Гейнсборо и Рейнолдс,14.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220614-mdpn,"В Даличской картинной галерее в Лондоне задались вопросом о влиянии на творчество французской импрессионистки картин XVIII века, Гейнсборо и Рейнолдса, которые она могла видеть, отправившись в Англию в свадебное путешествие",западное искусство
The Art Newspaper Russia,Выставки,В Московском музее современного искусства вглядываются в «Простые формы»,14.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220614-euks,"Московский музей современного искусства представляет «Простые формы» — 11-ю тематическую экспозицию своей коллекции. Выставка охватывает более полувека, от Вадима Сидура до Ани Желудь, и сосредоточена на феномене художественного эскапизма",западное искусство
The Art Newspaper Russia,Выставки,"Нонконформисты, на выход!",15.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220615-huff,В Западном крыле Третьяковской галереи открылась выставка современного искусства «Вещь. Пространство. Человек» c работами из музейного собрания,западное искусство
The Art Newspaper Russia,Выставки,Ирландский модельер Симон Роша стала куратором выставки,31.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220531-nsnu,"«Девушки! Девушки! Девушки!» — не самое очевидное название для серьезной выставки художников-женщин, но именно его выбрала куратор — ирландский модельер Симон Роша. Выставка проходит в галерее замка Лисмор в Ирландии",западное искусство
The Art Newspaper Russia,Выставки,"Фотобиеннале в МАММ: ностальгия по 1990-м, приключения «частной луны»",15.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220615-ioxb,"В столице проходит 14-я по счету Фотобиеннале. В выставочном пространстве Мультимедиа Арт Музея, Москва представлено сразу девять экспозиций, три из которых приурочены к его 25-летию",национальное российское искусство
The Art Newspaper Russia,Выставки,Передвижная выставка передвижников гостит в Твери,20.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220620-tbbh,"Выставка «Передвижники» в Тверской картинной галерее, представляющая 40 картин русских классиков из частных коллекций, — это часть большого проекта Международной конфедерации коллекционеров, антикваров и арт-дилеров (МКААД) в российских регионах",национальное российское искусство
The Art Newspaper Russia,Выставки,Творчество «фонтанной леди» Рут Асавы изучают в Оксфорде,22.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220622-tkyx,"В Музее искусства ХХ века Оксфорда открыта первая в Старом Свете крупная выставка американской художницы, этнической японки Рут Асавы. Она особенно прославилась скульптурами из проволоки, которыми украшали фонтаны, отчего ее прозвали «фонтанная леди»",восточное искусство
The Art Newspaper Russia,Выставки,"Москва, Париж, Таруса — маршрут выставки Эдуарда Штейнберга в Третьяковке",23.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220623-oflz,"В Новой Третьяковке открыта ретроспектива Эдуарда Штейнберга (1937–2012), приуроченная к 85-летию одного из героев послевоенного авангарда, сумевшего сделать абстрактное искусство полем экзистенциальных переживаний",восточное искусство
The Art Newspaper Russia,Выставки,Датскому портретисту русской императрицы отдают дань в Эрмитаже,23.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220623-midn,"Вигилиус Эриксен (1722–1782) родился в Копенгагене, но профессиональный успех снискал в России. На выставке в Эрмитаже можно видеть его самые знаменитые портреты Екатерины II — конный и в коронационном платье",западное искусство
The Art Newspaper Russia,Выставки,Полный «лумбунг» на Documenta 15,24.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220624-oslj,Международная выставка сделала ставку на коллективное творчество,западное искусство
The Art Newspaper Russia,Выставки,"Как у Щукина и Морозова оказались шедевры, выставки которых проходят сейчас в Петербурге и Москве",27.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220627-iiwq,"В Эрмитаже и Пушкинском открылись финальные выставки грандиозного тура, посвященного импрессионистам и постимпрессионистам из дореволюционных коллекций Щукина и Морозова",западное искусство
The Art Newspaper Russia,Выставки,Филипа Гастона показывают с купюрами,27.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220627-ciyz,"Перенесенная из-за громкого скандала большая выставка американского художника Филипа Гастона (1913–1980) все-таки открылась в Бостоне, но картин с образами ку-клукс-клана на ней меньше, чем планировалось",западное искусство
The Art Newspaper Russia,Выставки,Граффити Саши Труна появились на Елагином острове,28.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220628-lnwt,"Экспозиция «Знак сокрытия», на которой зрители увидят 26 специально созданных живописных полотен, — первое большое представление работ Саши Труна в его родном городе",национальное российское искусство
The Art Newspaper Russia,Выставки,В Лос-Анджелесе открыли целый клад доколумбовой эры,30.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220630-xbps,"Выставка «Маленькая вселенная» в Лос-Анджелесе включает около 400 ритуальных предметов, художественную керамику, текстиль, металл, изделия из перьев и исторические документы, созданные древними культурами Колумбии",восточное искусство
The Art Newspaper Russia,Выставки,Кошмары и грезы Венецианской биеннале,27.04.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220426-kgfj,"Что привлекает особое внимание на начавшей работу 59-й Венецианской биеннале современного искусства? Cвоими впечатлениями делится московская галеристка и куратор Елена Крылова, побывавшая на открытии",западное искусство
The Art Newspaper Russia,Выставки,"Еще один шанс восхититься Врубелем, теперь в Петербурге",07.07.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220707-ripz,"В Русском музее не стремились соревноваться с блокбастером, показанным в Новой Третьяковке. В Петербурге произведений Михаила Врубеля меньше — около 200, из них 60 из Третьяковской галереи. Их привозили в последний раз в 1956 году",западное искусство
The Art Newspaper Russia,Выставки,Психогеография на Солянке,16.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220616-akbp,"Выставочно-перформативный проект «‎Точка 55.754630, 37.638530»‎, реализованный в «ГРАУНД Солянке» магистрантами базовой кафедры музея «‎Гараж» и НИУ ВШЭ, ведет зрителя на заброшенные территории, окутанные мифами пустыри и просто куда глаза глядят",национальное российское искусство
The Art Newspaper Russia,Выставки,Кардинал Мазарини и другие герои эпохи «короля-солнца» на выставке в Эрмитаже,30.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220530-nfhj,"Государственный Эрмитаж представляет выставку «Время Людовика XIV в портретной гравюре Робера Нантейля». Гравюры иллюстрируют блестящую эпоху, известную нам по романам Александра Дюма",западное искусство
The Art Newspaper Russia,Выставки,"Генрих Шлиман: археолог, искатель приключений и выдумщик",29.06.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220629-hozm,"К 200-летию со дня рождения Шлимана берлинский Музей доисторического периода и ранней истории, где хранится значительная часть найденного знаменитым археологом-самоучкой, подготовил выставку «Миры Шлимана» в Галерее Джеймса Симона и Новом музее",восточное искусство
The Art Newspaper Russia,Выставки,В Вашингтоне изживают травмы с помощью «Афро-атлантических историй»,26.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220526-nwdf,"Эпохальная выставка в Национальной художественной галерее изучает многоаспектную историю африканской диаспоры на американском континенте с XVII века до наших дней, с тем чтобы признать роль африканцев в искусстве Северной Америки",восточное искусство
The Art Newspaper Russia,Выставки,"Финальный аккорд выставочного тура: в ГМИИ покажут Морозовых, а в Эрмитаже — Щукина",26.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220526-vrmq,"Оба проекта будут значительно отличаться от своих парижских версий. Москва сконцентрируется на драматическом пути Ивана Морозова как коллекционера, а Санкт-Петербург — на воссоздании развески такой, какой она была в особняке Сергея Щукина",западное искусство
The Art Newspaper Russia,Выставки,"Что скрывают сухие отчеты реставраторов, показывают в Русском музее",27.04.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220427-dxls,"Знаменитые шедевры Дмитрия Левицкого, Ильи Репина, Карла Брюллова, Михаила Врубеля участвуют в выставке, посвященной 100-летию реставрационных мастерских Русского музея, не покидая привычных мест в экспозиции",национальное российское искусство
The Art Newspaper Russia,Выставки,Флоренция выступила рельефно: Эрмитаж показывает скульптуру эпохи Кватроченто,28.04.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220428-akzr,"Поводом к выставке «Скульптура Флоренции в XV веке» стало недавнее приобретение Эрмитажем у петербургских коллекционеров Ларисы и Олега Шушковых шести флорентийских рельефов, изображающих Мадонну с Младенцем",западное искусство
The Art Newspaper Russia,Выставки,Ретроспективу Владимира Лагранжа показывают в Екатеринбурге,29.04.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220429-hucp,"В Арт-галерее Ельцин Центра открылась ретроспектива классика советской фотографии Владимира Лагранжа, подготовленная совместно с фондом Still Art и Галереей Люмьер. Выставка охватывает 40 лет карьеры фотографа, особенно знаменитого снимками эпохи оттепели",национальное российское искусство
The Art Newspaper Russia,Выставки,В Швейцарии изучают ранние годы Лукаса Кранаха Старшего,04.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220504-zpks,"В швейцарском Винтертуре на вилле «Ам Рёмерхольц» проходит выставка работ Лукаса Кранаха Старшего из коллекции Оскара Райнхарта. До нас дошло 11 произведений, относящихся к раннему периоду творчества мастера, и 6 из них включены в экспозицию",западное искусство
The Art Newspaper Russia,Выставки,На одной «‎Проходной выставке»‎ показывают всякие «‎Каракули»‎,04.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220504-dxym,Художники мастерской Авдея Тер-Оганьяна хотели открыть в Новом крыле Дома Гоголя выставку без концепции. Но концепция все равно возникла,западное искусство
The Art Newspaper Russia,Выставки,Крупнейшее частное собрание Эшера раскрывает глубину его иллюзий,05.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220505-duji,"В Хьюстонском художественном музее проходит самая крупная выставка нидерландского художника: представлено более 400 объектов, в том числе оригинальные печатные камни. Она основана на коллекции Майкла С. Сакса, купившего 90% эшеровского наследия",западное искусство
The Art Newspaper Russia,Выставки,В Королевской академии художеств выясняют отношения Уистлера с его моделью и подругой,06.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220506-mxdb,"Выставка «Джоанна Хиффернан, женщина в белом Уистлера» в Королевской академии в Лондоне призвана раскрыть подробности биографии любовницы и модели знаменитого британского живописца. Именно с ее портретов началась его громкая карьера",западное искусство
The Art Newspaper Russia,Выставки,Картины Врубеля и Брейгеля ароматизировали,06.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220506-nhqu,Ольфакторное сопровождение произведений искусства становится все более популярным. На сей раз парфюмеры заставили пахнуть цветы на картинах Михаила Врубеля и Яна Брейгеля Старшего,западное искусство
The Art Newspaper Russia,Выставки,В Петербурге спорят за душу Фауста,11.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220511-oaqb,"Выставка «Пять искушений Иоганна Фауста» в Шереметевском дворце — Музее музыки погружает зрителя в пространственный и звуковой вакуум, отсекая от внешнего мира и заставляя задуматься о самом важном",западное искусство
The Art Newspaper Russia,Выставки,Британский музей углубился в историю Стоунхенджа,11.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220511-ytgp,"Первая столь подробная выставка, посвященная легендарному сооружению эпохи неолита, считающемуся самым знаменитым археологическим объектом, открыта в Британском музее. В экспозиции «Мир Стоунхенджа» собрано 430 артефактов из 7 стран",восточное искусство
The Art Newspaper Russia,Выставки,В ГМИИ художники претворяют бедствия в искусство,11.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220511-pbix,"Выставка «Между землей и небом» в ГМИИ им. А.С.Пушкина показывает произведения художников четырех столетий: Рембрандта, Франсиско Гойи, Василия Чекрыгина и Эдуарда Штейнберга, созданные в моменты сильного потрясения и душевных испытаний",западное искусство
The Art Newspaper Russia,Выставки,Тихая жизнь в произведениях петербургских художников прошлого и настоящего,28.04.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220428-adlq,"Три выставки в Музее искусства Санкт-Петербурга XX–XXI веков знакомят с творчеством малоизвестных художников: замечательного графика 1930-х годов Ивана Петровского, художницы «левого ЛОСХа» Валентины Рахиной и автора современных гобеленов Аллы Давыдовой",западное искусство
The Art Newspaper Russia,Выставки,"Дуэли, дубль два: та же концепция — другие экспонаты",12.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220512-rglz,"Команде Музеев Московского Кремля удалось заново собрать на российском материале выставку «Дуэль. От Божьего суда до благородного преступления», планировавшуюся как международная и не состоявшуюся",национальное российское искусство
The Art Newspaper Russia,Выставки,Музей Орсе потревожил своих призраков руками Софи Каль,12.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220512-qukw,"Необычный проект, связанный с собственной историей, показывает Музей Орсе. Звезда современного французского искусства Софи Каль жила в Орсе, когда он еще был сквотом, и сохранила вещи и записки постояльцев, а сейчас сложила из них вымышленный сюжет",западное искусство
The Art Newspaper Russia,Выставки,Внутри Гауди: ретроспектива в Орсе,25.05.2022,2022,transition_2022,https://www.theartnewspaper.ru/posts/20220525-nfjr,Выставка в парижском Музее Орсе представляет уникальные творения великого каталонского модерниста в контексте художественной и общественно-политической жизни Барселоны рубежа XIX–XX веков,западное искусство
